timestamp,temp,humidity,vibration,current,flame
2026-04-22T11:14:59.268184,32.4,26.0,0,0.37,0
2026-04-22T11:15:00.287071,32.4,26.0,0,0.37,0
2026-04-22T11:15:01.330906,32.2,26.0,0,0.27,0
2026-04-22T11:15:02.349762,32.2,26.0,0,0.56,0
2026-04-22T11:15:03.393236,32.6,26.0,0,0.46,0
2026-04-22T11:15:04.412169,32.6,26.0,0,0.37,0
2026-04-22T11:15:05.456447,32.4,26.0,0,0.27,0
2026-04-22T11:15:06.475057,32.4,26.0,0,0.51,0
2026-04-22T11:15:07.518808,32.9,26.0,0,0.37,0
2026-04-22T11:15:08.537738,32.9,26.0,0,0.56,0
2026-04-22T11:15:09.581588,32.2,26.0,0,0.37,0
2026-04-22T11:15:10.600458,32.2,26.0,0,0.32,0
2026-04-22T11:15:11.644255,32.3,26.0,0,0.42,0
2026-04-22T11:15:12.663168,32.3,26.0,0,0.32,0
2026-04-22T11:15:13.707299,32.4,26.0,0,0.37,0
2026-04-22T11:15:14.725576,32.4,26.0,0,0.27,0
2026-04-22T11:15:15.769555,32.9,26.0,0,0.37,0
2026-04-22T11:15:16.788591,32.9,26.0,0,0.32,0
2026-04-22T11:15:17.832555,32.3,26.0,0,0.27,0
2026-04-22T11:15:18.851288,32.3,26.0,0,0.42,0
2026-04-22T11:15:19.895139,32.2,26.0,0,0.22,0
2026-04-22T11:15:20.913739,32.2,26.0,0,0.22,0
2026-04-22T11:15:21.957522,32.7,26.0,0,0.37,0
2026-04-22T11:15:22.976871,32.7,26.0,0,0.32,0
2026-04-22T11:15:24.020494,32.2,26.0,0,0.37,0
2026-04-22T11:15:25.039401,32.2,26.0,0,0.32,0
2026-04-22T11:15:26.083175,32.9,26.0,0,0.32,0
2026-04-22T11:15:27.101909,32.9,26.0,0,0.37,0
2026-04-22T11:15:28.145982,32.1,26.0,0,0.27,0
2026-04-22T11:15:29.164484,32.1,26.0,0,0.37,0
2026-04-22T11:15:30.208402,32.5,26.0,0,0.42,0
2026-04-22T11:15:31.227521,32.5,26.0,0,0.17,0
2026-04-22T11:15:32.271434,32.6,26.0,0,0.56,0
2026-04-22T11:15:33.290138,32.6,26.0,0,0.27,0
2026-04-22T11:15:34.333576,32.6,26.0,0,0.37,0
2026-04-22T11:15:35.352603,32.6,26.0,0,0.32,0
2026-04-22T11:15:36.396307,32.8,26.0,0,0.07,0
2026-04-22T11:15:37.415147,32.8,26.0,0,0.27,0
2026-04-22T11:15:38.458886,32.0,26.0,0,0.42,0
2026-04-22T11:15:39.477565,32.0,26.0,0,0.32,0
2026-04-22T11:15:40.521693,32.2,26.0,0,0.27,0
2026-04-22T11:15:41.540846,32.2,26.0,0,0.27,0
2026-04-22T11:15:42.584806,32.3,26.0,0,0.37,0
2026-04-22T11:15:43.603389,32.3,26.0,0,0.22,0
2026-04-22T11:15:44.647007,32.1,26.0,0,0.37,0
2026-04-22T11:15:45.665876,32.1,26.0,0,0.37,0
2026-04-22T11:15:46.709718,32.6,26.0,0,0.37,0
2026-04-22T11:15:47.728511,32.6,26.0,0,0.37,0
2026-04-22T11:15:48.772627,32.6,26.0,0,0.22,0
2026-04-22T11:15:49.790932,32.6,26.0,0,0.27,0
2026-04-22T11:15:50.834867,32.7,26.0,0,0.27,0
2026-04-22T11:15:51.853587,32.7,26.0,0,0.32,0
2026-04-22T11:15:52.897835,32.6,26.0,0,0.37,0
2026-04-22T11:15:53.916495,32.6,26.0,0,0.32,0
2026-04-22T11:15:54.960670,32.1,26.0,0,0.17,0
2026-04-22T11:15:55.979289,32.1,26.0,0,0.42,0
2026-04-22T11:15:57.023017,32.7,26.0,0,0.12,0
2026-04-22T11:15:58.041728,32.7,26.0,0,0.22,0
2026-04-22T11:15:59.085408,32.3,26.0,0,0.32,0
2026-04-22T11:16:00.104545,32.3,26.0,0,0.37,0
2026-04-22T11:16:01.148654,32.3,26.0,0,0.37,0
2026-04-22T11:16:02.167646,32.3,26.0,0,0.27,0
2026-04-22T11:16:03.210962,32.4,26.0,0,0.22,0
2026-04-22T11:16:04.229988,32.4,26.0,0,0.17,0
2026-04-22T11:16:05.273778,32.6,26.0,0,0.27,0
2026-04-22T11:16:06.293312,32.6,26.0,0,0.42,0
2026-04-22T11:16:07.336524,32.7,26.0,0,0.32,0
2026-04-22T11:16:08.355301,32.7,26.0,0,0.22,0
2026-04-22T11:16:09.398899,32.7,26.0,0,0.22,0
2026-04-22T11:16:10.417840,32.7,26.0,0,0.17,0
2026-04-22T11:16:11.461466,32.8,26.0,0,0.37,0
2026-04-22T11:16:12.480243,32.8,26.0,0,0.22,0
2026-04-22T11:16:13.524604,32.3,26.0,0,0.17,0
2026-04-22T11:16:14.543557,32.3,26.0,0,0.17,0
2026-04-22T11:16:15.586950,32.0,26.0,0,0.32,0
2026-04-22T11:16:16.605792,32.0,26.0,0,0.22,0
2026-04-22T11:16:17.649376,32.9,25.0,0,0.22,0
2026-04-22T11:16:18.668525,32.9,25.0,0,0.27,0
2026-04-22T11:16:19.712474,32.9,25.0,0,0.22,0
2026-04-22T11:16:20.731085,32.9,25.0,0,0.37,0
2026-04-22T11:16:21.774916,32.8,25.0,0,0.22,0
2026-04-22T11:16:22.793531,32.8,25.0,0,0.27,0
2026-04-22T11:16:23.837372,32.7,26.0,0,0.37,0
2026-04-22T11:16:24.856171,32.7,26.0,0,0.27,0
2026-04-22T11:16:25.899793,32.9,25.0,0,0.27,0
